8140 = U+3000 // 　
96e9 = U+591c // 夜
96ea = U+723a // 爺
96eb = U+8036 // 耶
96ec = U+91ce // 野
96ed = U+5f25 // 弥
96ee = U+77e2 // 矢
96ef = U+5384 // 厄
96f0 = U+5f79 // 役
96f1 = U+7d04 // 約
96f2 = U+85ac // 薬
96f3 = U+8a33 // 訳
96f4 = U+8e8d // 躍
96f5 = U+9756 // 靖
96f6 = U+67f3 // 柳
96f7 = U+85ae // 薮
96f8 = U+9453 // 鑓
96f9 = U+6109 // 愉
96fa = U+6108 // 愈
96fb = U+6cb9 // 油
96fc = U+7652 // 癒
9740 = U+8aed // 諭
9741 = U+8f38 // 輸
9742 = U+552f // 唯
9743 = U+4f51 // 佑
9744 = U+512a // 優
9745 = U+52c7 // 勇
9746 = U+53cb // 友
9747 = U+5ba5 // 宥
9748 = U+5e7d // 幽
9749 = U+60a0 // 悠
974a = U+6182 // 憂
974b = U+63d6 // 揖
974c = U+6709 // 有
974d = U+67da // 柚
974e = U+6e67 // 湧
974f = U+6d8c // 涌
9750 = U+7336 // 猶
9751 = U+7337 // 猷
9752 = U+7531 // 由
9753 = U+7950 // 祐
9754 = U+88d5 // 裕
9755 = U+8a98 // 誘
9756 = U+904a // 遊
9757 = U+9091 // 邑
9758 = U+90f5 // 郵
9759 = U+96c4 // 雄
975a = U+878d // 融
975b = U+5915 // 夕
975d = U+4f59 // 余
975e = U+4e0e // 与
975f = U+8a89 // 誉
9761 = U+9810 // 預
9762 = U+50ad // 傭
9763 = U+5e7c // 幼
9764 = U+5996 // 妖
9765 = U+5bb9 // 容
9766 = U+5eb8 // 庸
9767 = U+63da // 揚
9768 = U+63fa // 揺
9769 = U+64c1 // 擁
976a = U+66dc // 曜
976b = U+694a // 楊
976c = U+69d8 // 様
976d = U+6d0b // 洋
976e = U+6eb6 // 溶
976f = U+7194 // 熔
9770 = U+7528 // 用
9771 = U+7aaf // 窯
9772 = U+7f8a // 羊
9773 = U+8000 // 耀
9774 = U+8449 // 葉
9775 = U+84c9 // 蓉
9776 = U+8981 // 要
9777 = U+8b21 // 謡
9778 = U+8e0a // 踊
9779 = U+9065 // 遥
977a = U+967d // 陽
977b = U+990a // 養
977c = U+617e // 慾
977d = U+6291 // 抑
977e = U+6b32 // 欲
9780 = U+6c83 // 沃
9781 = U+6d74 // 浴
9782 = U+7fcc // 翌
9783 = U+7ffc // 翼
9784 = U+6dc0 // 淀
9785 = U+7f85 // 羅
9786 = U+87ba // 螺
9787 = U+88f8 // 裸
9788 = U+6765 // 来
9789 = U+83b1 // 莱
978a = U+983c // 頼
978b = U+96f7 // 雷
978c = U+6d1b // 洛
978d = U+7d61 // 絡
978e = U+843d // 落
978f = U+916a // 酪
9790 = U+4e71 // 乱
9791 = U+5375 // 卵
9792 = U+5d50 // 嵐
9793 = U+6b04 // 欄
9794 = U+6feb // 濫
9795 = U+85cd // 藍
9796 = U+862d // 蘭
9797 = U+89a7 // 覧
9798 = U+5229 // 利
9799 = U+540f // 吏
979a = U+5c65 // 履
979b = U+674e // 李
979c = U+68a8 // 梨
979d = U+7406 // 理
979e = U+7483 // 璃
979f = U+75e2 // 痢
97a0 = U+88cf // 裏
97a1 = U+88e1 // 裡
97a2 = U+91cc // 里
97a3 = U+96e2 // 離
97a4 = U+9678 // 陸
97a5 = U+5f8b // 律
97a6 = U+7387 // 率
97a7 = U+7acb // 立
97a8 = U+844e // 葎
97a9 = U+63a0 // 掠
97aa = U+7565 // 略
97ab = U+5289 // 劉
97ac = U+6d41 // 流
97ad = U+6e9c // 溜
97ae = U+7409 // 琉
97af = U+7559 // 留
97b0 = U+786b // 硫
97b1 = U+7c92 // 粒
97b2 = U+9686 // 隆
97b3 = U+7adc // 竜
97b4 = U+9f8d // 龍
97b5 = U+4fb6 // 侶
97b6 = U+616e // 慮
97b7 = U+65c5 // 旅
97b8 = U+865c // 虜
97b9 = U+4e86 // 了
97ba = U+4eae // 亮
97bb = U+50da // 僚
97bc = U+4e21 // 両
97bd = U+51cc // 凌
97be = U+5bee // 寮
97bf = U+6599 // 料
97c0 = U+6881 // 梁
97c1 = U+6dbc // 涼
97c2 = U+731f // 猟
97c3 = U+7642 // 療
97c4 = U+77ad // 瞭
97c5 = U+7a1c // 稜
97c6 = U+7ce7 // 糧
97c7 = U+826f // 良
97c8 = U+8ad2 // 諒
97c9 = U+907c // 遼
97ca = U+91cf // 量
97cb = U+9675 // 陵
97cc = U+9818 // 領
97cd = U+529b // 力
97ce = U+7dd1 // 緑
97cf = U+502b // 倫
97d0 = U+5398 // 厘
97d1 = U+6797 // 林
97d2 = U+6dcb // 淋
97d3 = U+71d0 // 燐
97d4 = U+7433 // 琳
97d5 = U+81e8 // 臨
97d6 = U+8f2a // 輪
97d7 = U+96a3 // 隣
97d8 = U+9c57 // 鱗
97d9 = U+9e9f // 麟
97da = U+7460 // 瑠
97db = U+5841 // 塁
97dc = U+6d99 // 涙
97dd = U+7d2f // 累
97de = U+985e // 類
97df = U+4ee4 // 令
97e0 = U+4f36 // 伶
97e1 = U+4f8b // 例
97e2 = U+51b7 // 冷
97e3 = U+52b1 // 励
97e4 = U+5dba // 嶺
97e5 = U+601c // 怜
97e6 = U+73b2 // 玲
97e7 = U+793c // 礼
97e8 = U+82d3 // 苓
97e9 = U+9234 // 鈴
97ea = U+96b7 // 隷
97eb = U+96f6 // 零
97ec = U+970a // 霊
97ed = U+9e97 // 麗
97ee = U+9f62 // 齢
97ef = U+66a6 // 暦
97f0 = U+6b74 // 歴
97f1 = U+5217 // 列
97f2 = U+52a3 // 劣
97f3 = U+70c8 // 烈
97f4 = U+88c2 // 裂
97f5 = U+5ec9 // 廉
97f6 = U+604b // 恋
97f7 = U+6190 // 憐
97f8 = U+6f23 // 漣
97f9 = U+7149 // 煉
97fa = U+7c3e // 簾
97fb = U+7df4 // 練
97fc = U+806f // 聯
9840 = U+84ee // 蓮
9841 = U+9023 // 連
9842 = U+932c // 錬
9843 = U+5442 // 呂
9844 = U+9b6f // 魯
9845 = U+6ad3 // 櫓
9846 = U+7089 // 炉
9847 = U+8cc2 // 賂
9848 = U+8def // 路
9849 = U+9732 // 露
984a = U+52b4 // 労
984b = U+5a41 // 婁
984c = U+5eca // 廊
984d = U+5f04 // 弄
984e = U+6717 // 朗
984f = U+697c // 楼
9850 = U+6994 // 榔
9851 = U+6d6a // 浪
9852 = U+6f0f // 漏
9853 = U+7262 // 牢
9854 = U+72fc // 狼
9855 = U+7bed // 篭
9856 = U+8001 // 老
9857 = U+807e // 聾
9858 = U+874b // 蝋
9859 = U+90ce // 郎
985a = U+516d // 六
985b = U+9e93 // 麓
985d = U+808b // 肋
985e = U+9332 // 録
985f = U+8ad6 // 論
9861 = U+548c // 和
9862 = U+8a71 // 話
9863 = U+6b6a // 歪
9864 = U+8cc4 // 賄
9865 = U+8107 // 脇
9866 = U+60d1 // 惑
9867 = U+67a0 // 枠
9868 = U+9df2 // 鷲
9869 = U+4e99 // 亙
986a = U+4e98 // 亘
986b = U+9c10 // 鰐
986c = U+8a6b // 詫
986d = U+85c1 // 藁
986e = U+8568 // 蕨
986f = U+6900 // 椀
9870 = U+6e7e // 湾
9871 = U+7897 // 碗
9872 = U+8155 // 腕
989f = U+5f0c // 弌
98a0 = U+4e10 // 丐
98a1 = U+4e15 // 丕
98a2 = U+4e2a // 个
98a3 = U+4e31 // 丱
98a4 = U+4e36 // 丶
98a5 = U+4e3c // 丼
98a6 = U+4e3f // 丿
98a7 = U+4e42 // 乂
98a8 = U+4e56 // 乖
98a9 = U+4e58 // 乘
98aa = U+4e82 // 亂
98ab = U+4e85 // 亅
98ac = U+8c6b // 豫
98ad = U+4e8a // 亊
98ae = U+8212 // 舒
98af = U+5f0d // 弍
98b0 = U+4e8e // 于
98b1 = U+4e9e // 亞
98b2 = U+4e9f // 亟
98b3 = U+4ea0 // 亠
98b4 = U+4ea2 // 亢
98b5 = U+4eb0 // 亰
98b6 = U+4eb3 // 亳
98b7 = U+4eb6 // 亶
98b8 = U+4ece // 从
98b9 = U+4ecd // 仍
98ba = U+4ec4 // 仄
98bb = U+4ec6 // 仆
98bc = U+4ec2 // 仂
98bd = U+4ed7 // 仗
98be = U+4ede // 仞
98bf = U+4eed // 仭
98c0 = U+4edf // 仟
98c1 = U+4ef7 // 价
98c2 = U+4f09 // 伉
98c3 = U+4f5a // 佚
98c4 = U+4f30 // 估
98c5 = U+4f5b // 佛
98c6 = U+4f5d // 佝
98c7 = U+4f57 // 佗
98c8 = U+4f47 // 佇
98c9 = U+4f76 // 佶
98ca = U+4f88 // 侈
98cb = U+4f8f // 侏
98cc = U+4f98 // 侘
98cd = U+4f7b // 佻
98ce = U+4f69 // 佩
98cf = U+4f70 // 佰
98d0 = U+4f91 // 侑
98d1 = U+4f6f // 佯
98d2 = U+4f86 // 來
98d3 = U+4f96 // 侖
98d4 = U+5118 // 儘
98d5 = U+4fd4 // 俔
98d6 = U+4fdf // 俟
98d7 = U+4fce // 俎
98d8 = U+4fd8 // 俘
98d9 = U+4fdb // 俛
98da = U+4fd1 // 俑
98db = U+4fda // 俚
98dc = U+4fd0 // 俐
98dd = U+4fe4 // 俤
98de = U+4fe5 // 俥
98df = U+501a // 倚
98e0 = U+5028 // 倨
98e1 = U+5014 // 倔
98e2 = U+502a // 倪
98e3 = U+5025 // 倥
98e4 = U+5005 // 倅
98e5 = U+4f1c // 伜
98e6 = U+4ff6 // 俶
98e7 = U+5021 // 倡
98e8 = U+5029 // 倩
98e9 = U+502c // 倬
98ea = U+4ffe // 俾
98eb = U+4fef // 俯
98ec = U+5011 // 們
98ed = U+5006 // 倆
98ee = U+5043 // 偃
98ef = U+5047 // 假
98f0 = U+6703 // 會
98f1 = U+5055 // 偕
98f2 = U+5050 // 偐
98f3 = U+5048 // 偈
98f4 = U+505a // 做
98f5 = U+5056 // 偖
98f6 = U+506c // 偬
98f7 = U+5078 // 偸
98f8 = U+5080 // 傀
98f9 = U+509a // 傚
98fa = U+5085 // 傅
98fb = U+50b4 // 傴
98fc = U+50b2 // 傲
9940 = U+50c9 // 僉
9941 = U+50ca // 僊
9942 = U+50b3 // 傳
9943 = U+50c2 // 僂
9944 = U+50d6 // 僖
9945 = U+50de // 僞
9946 = U+50e5 // 僥
9947 = U+50ed // 僭
9948 = U+50e3 // 僣
9949 = U+50ee // 僮
994a = U+50f9 // 價
994b = U+50f5 // 僵
994c = U+5109 // 儉
994d = U+5101 // 儁
994e = U+5102 // 儂
994f = U+5116 // 儖
9950 = U+5115 // 儕
9951 = U+5114 // 儔
9952 = U+511a // 儚
9953 = U+5121 // 儡
9954 = U+513a // 儺
9955 = U+5137 // 儷
9956 = U+513c // 儼
9957 = U+513b // 儻
9958 = U+513f // 儿
9959 = U+5140 // 兀
995a = U+5152 // 兒
995b = U+514c // 兌
995d = U+5162 // 兢
995e = U+7af8 // 竸
995f = U+5169 // 兩
9961 = U+516e // 兮
9962 = U+5180 // 冀
9963 = U+5182 // 冂
9964 = U+56d8 // 囘
9965 = U+518c // 册
9966 = U+5189 // 冉
9967 = U+518f // 冏
9968 = U+5191 // 冑
9969 = U+5193 // 冓
996a = U+5195 // 冕
996b = U+5196 // 冖
996c = U+51a4 // 冤
996d = U+51a6 // 冦
996e = U+51a2 // 冢
996f = U+51a9 // 冩
9970 = U+51aa // 冪
9971 = U+51ab // 冫
9972 = U+51b3 // 决
9973 = U+51b1 // 冱
9974 = U+51b2 // 冲
9975 = U+51b0 // 冰
9976 = U+51b5 // 况
9977 = U+51bd // 冽
9978 = U+51c5 // 凅
9979 = U+51c9 // 凉
997a = U+51db // 凛
997b = U+51e0 // 几
997c = U+8655 // 處
997d = U+51e9 // 凩
997e = U+51ed // 凭
9980 = U+51f0 // 凰
9981 = U+51f5 // 凵
9982 = U+51fe // 凾
9983 = U+5204 // 刄
9984 = U+520b // 刋
9985 = U+5214 // 刔
9986 = U+520e // 刎
9987 = U+5227 // 刧
9988 = U+522a // 刪
9989 = U+522e // 刮
998a = U+5233 // 刳
998b = U+5239 // 刹
998c = U+524f // 剏
998d = U+5244 // 剄
998e = U+524b // 剋
998f = U+524c // 剌
9990 = U+525e // 剞
9991 = U+5254 // 剔
9992 = U+526a // 剪
9993 = U+5274 // 剴
9994 = U+5269 // 剩
9995 = U+5273 // 剳
9996 = U+527f // 剿
9997 = U+527d // 剽
9998 = U+528d // 劍
9999 = U+5294 // 劔
999a = U+5292 // 劒
999b = U+5271 // 剱
999c = U+5288 // 劈
999d = U+5291 // 劑
999e = U+8fa8 // 辨
999f = U+8fa7 // 辧
99a0 = U+52ac // 劬
99a1 = U+52ad // 劭
99a2 = U+52bc // 劼
99a3 = U+52b5 // 劵
99a4 = U+52c1 // 勁
99a5 = U+52cd // 勍
99a6 = U+52d7 // 勗
99a7 = U+52de // 勞
99a8 = U+52e3 // 勣
99a9 = U+52e6 // 勦
99aa = U+98ed // 飭
99ab = U+52e0 // 勠
99ac = U+52f3 // 勳
99ad = U+52f5 // 勵
99ae = U+52f8 // 勸
99af = U+52f9 // 勹
99b0 = U+5306 // 匆
99b1 = U+5308 // 匈
99b2 = U+7538 // 甸
99b3 = U+530d // 匍
99b4 = U+5310 // 匐
99b5 = U+530f // 匏
99b6 = U+5315 // 匕
99b7 = U+531a // 匚
99b8 = U+5323 // 匣
99b9 = U+532f // 匯
99ba = U+5331 // 匱
99bb = U+5333 // 匳
99bc = U+5338 // 匸
99bd = U+5340 // 區
99be = U+5346 // 卆
99bf = U+5345 // 卅
99c0 = U+4e17 // 丗
99c1 = U+5349 // 卉
99c2 = U+534d // 卍
99c3 = U+51d6 // 凖
99c4 = U+535e // 卞
99c5 = U+5369 // 卩
99c6 = U+536e // 卮
99c7 = U+5918 // 夘
99c8 = U+537b // 卻
99c9 = U+5377 // 卷
99ca = U+5382 // 厂
99cb = U+5396 // 厖
99cc = U+53a0 // 厠
99cd = U+53a6 // 厦
99ce = U+53a5 // 厥
99cf = U+53ae // 厮
99d0 = U+53b0 // 厰
99d1 = U+53b6 // 厶
99d2 = U+53c3 // 參
99d3 = U+7c12 // 簒
99d4 = U+96d9 // 雙
99d5 = U+53df // 叟
99d6 = U+66fc // 曼
99d7 = U+71ee // 燮
99d8 = U+53ee // 叮
99d9 = U+53e8 // 叨
99da = U+53ed // 叭
99db = U+53fa // 叺
99dc = U+5401 // 吁
99dd = U+543d // 吽
99de = U+5440 // 呀
99df = U+542c // 听
99e0 = U+542d // 吭
99e1 = U+543c // 吼
99e2 = U+542e // 吮
99e3 = U+5436 // 吶
99e4 = U+5429 // 吩
99e5 = U+541d // 吝
99e6 = U+544e // 呎
99e7 = U+548f // 咏
99e8 = U+5475 // 呵
99e9 = U+548e // 咎
99ea = U+545f // 呟
99eb = U+5471 // 呱
99ec = U+5477 // 呷
99ed = U+5470 // 呰
99ee = U+5492 // 咒
99ef = U+547b // 呻
99f0 = U+5480 // 咀
99f1 = U+5476 // 呶
99f2 = U+5484 // 咄
99f3 = U+5490 // 咐
99f4 = U+5486 // 咆
99f5 = U+54c7 // 哇
99f6 = U+54a2 // 咢
99f7 = U+54b8 // 咸
99f8 = U+54a5 // 咥
99f9 = U+54ac // 咬
99fa = U+54c4 // 哄
99fb = U+54c8 // 哈
99fc = U+54a8 // 咨
9a40 = U+54ab // 咫
9a41 = U+54c2 // 哂
9a42 = U+54a4 // 咤
9a43 = U+54be // 咾
9a44 = U+54bc // 咼
9a45 = U+54d8 // 哘
9a46 = U+54e5 // 哥
9a47 = U+54e6 // 哦
9a48 = U+550f // 唏
9a49 = U+5514 // 唔
9a4a = U+54fd // 哽
9a4b = U+54ee // 哮
9a4c = U+54ed // 哭
9a4d = U+54fa // 哺
9a4e = U+54e2 // 哢
9a4f = U+5539 // 唹
9a50 = U+5540 // 啀
9a51 = U+5563 // 啣
9a52 = U+554c // 啌
9a53 = U+552e // 售
9a54 = U+555c // 啜
9a55 = U+5545 // 啅
9a56 = U+5556 // 啖
9a57 = U+5557 // 啗
9a58 = U+5538 // 唸
9a59 = U+5533 // 唳
9a5a = U+555d // 啝
9a5b = U+5599 // 喙
9a5d = U+54af // 咯
9a5e = U+558a // 喊
9a5f = U+559f // 喟
9a61 = U+557e // 啾
9a62 = U+5598 // 喘
9a63 = U+559e // 喞
9a64 = U+55ae // 單
9a65 = U+557c // 啼
9a66 = U+5583 // 喃
9a67 = U+55a9 // 喩
9a68 = U+5587 // 喇
9a69 = U+55a8 // 喨
9a6a = U+55da // 嗚
9a6b = U+55c5 // 嗅
9a6c = U+55df // 嗟
9a6d = U+55c4 // 嗄
9a6e = U+55dc // 嗜
9a6f = U+55e4 // 嗤
9a70 = U+55d4 // 嗔
9a71 = U+5614 // 嘔
9a72 = U+55f7 // 嗷
9a73 = U+5616 // 嘖
9a74 = U+55fe // 嗾
9a75 = U+55fd // 嗽
9a76 = U+561b // 嘛
9a77 = U+55f9 // 嗹
9a78 = U+564e // 噎
9a79 = U+5650 // 噐
9a7a = U+71df // 營
9a7b = U+5634 // 嘴
9a7c = U+5636 // 嘶
9a7d = U+5632 // 嘲
9a7e = U+5638 // 嘸
9a80 = U+566b // 噫
9a81 = U+5664 // 噤
9a82 = U+562f // 嘯
9a83 = U+566c // 噬
9a84 = U+566a // 噪
9a85 = U+5686 // 嚆
9a86 = U+5680 // 嚀
9a87 = U+568a // 嚊
9a88 = U+56a0 // 嚠
9a89 = U+5694 // 嚔
9a8a = U+568f // 嚏
9a8b = U+56a5 // 嚥
9a8c = U+56ae // 嚮
9a8d = U+56b6 // 嚶
9a8e = U+56b4 // 嚴
9a8f = U+56c2 // 囂
9a90 = U+56bc // 嚼
9a91 = U+56c1 // 囁
9a92 = U+56c3 // 囃
9a93 = U+56c0 // 囀
9a94 = U+56c8 // 囈
9a95 = U+56ce // 囎
9a96 = U+56d1 // 囑
9a97 = U+56d3 // 囓
9a98 = U+56d7 // 囗
9a99 = U+56ee // 囮
9a9a = U+56f9 // 囹
9a9b = U+5700 // 圀
9a9c = U+56ff // 囿
9a9d = U+5704 // 圄
9a9e = U+5709 // 圉
9a9f = U+5708 // 圈
9aa0 = U+570b // 國
9aa1 = U+570d // 圍
9aa2 = U+5713 // 圓
9aa3 = U+5718 // 團
9aa4 = U+5716 // 圖
9aa5 = U+55c7 // 嗇
9aa6 = U+571c // 圜
9aa7 = U+5726 // 圦
9aa8 = U+5737 // 圷
9aa9 = U+5738 // 圸
9aaa = U+574e // 坎
9aab = U+573b // 圻
9aac = U+5740 // 址
9aad = U+574f // 坏
9aae = U+5769 // 坩
9aaf = U+57c0 // 埀
9ab0 = U+5788 // 垈
9ab1 = U+5761 // 坡
9ab2 = U+577f // 坿
9ab3 = U+5789 // 垉
9ab4 = U+5793 // 垓
9ab5 = U+57a0 // 垠
9ab6 = U+57b3 // 垳
9ab7 = U+57a4 // 垤
9ab8 = U+57aa // 垪
9ab9 = U+57b0 // 垰
9aba = U+57c3 // 埃
9abb = U+57c6 // 埆
9abc = U+57d4 // 埔
9abd = U+57d2 // 埒
9abe = U+57d3 // 埓
9abf = U+580a // 堊
9ac0 = U+57d6 // 埖
9ac1 = U+57e3 // 埣
9ac2 = U+580b // 堋
9ac3 = U+5819 // 堙
9ac4 = U+581d // 堝
9ac5 = U+5872 // 塲
9ac6 = U+5821 // 堡
9ac7 = U+5862 // 塢
9ac8 = U+584b // 塋
9ac9 = U+5870 // 塰
9aca = U+6bc0 // 毀
9acb = U+5852 // 塒
9acc = U+583d // 堽
9acd = U+5879 // 塹
9ace = U+5885 // 墅
9acf = U+58b9 // 墹
9ad0 = U+589f // 墟
9ad1 = U+58ab // 墫
9ad2 = U+58ba // 墺
9ad3 = U+58de // 壞
9ad4 = U+58bb // 墻
9ad5 = U+58b8 // 墸
9ad6 = U+58ae // 墮
9ad7 = U+58c5 // 壅
9ad8 = U+58d3 // 壓
9ad9 = U+58d1 // 壑
9ada = U+58d7 // 壗
9adb = U+58d9 // 壙
9adc = U+58d8 // 壘
9add = U+58e5 // 壥
9ade = U+58dc // 壜
9adf = U+58e4 // 壤
9ae0 = U+58df // 壟
9ae1 = U+58ef // 壯
9ae2 = U+58fa // 壺
9ae3 = U+58f9 // 壹
9ae4 = U+58fb // 壻
9ae5 = U+58fc // 壼
9ae6 = U+58fd // 壽
9ae7 = U+5902 // 夂
9ae8 = U+590a // 夊
9ae9 = U+5910 // 夐
9aea = U+591b // 夛
9aeb = U+68a6 // 梦
9aec = U+5925 // 夥
9aed = U+592c // 夬
9aee = U+592d // 夭
9aef = U+5932 // 夲
9af0 = U+5938 // 夸
9af1 = U+593e // 夾
9af2 = U+7ad2 // 竒
9af3 = U+5955 // 奕
9af4 = U+5950 // 奐
9af5 = U+594e // 奎
9af6 = U+595a // 奚
9af7 = U+5958 // 奘
9af8 = U+5962 // 奢
9af9 = U+5960 // 奠
9afa = U+5967 // 奧
9afb = U+596c // 奬
9afc = U+5969 // 奩
9b40 = U+5978 // 奸
9b41 = U+5981 // 妁
9b42 = U+599d // 妝
9b43 = U+4f5e // 佞
9b44 = U+4fab // 侫
9b45 = U+59a3 // 妣
9b46 = U+59b2 // 妲
9b47 = U+59c6 // 姆
9b48 = U+59e8 // 姨
9b49 = U+59dc // 姜
9b4a = U+598d // 妍
9b4b = U+59d9 // 姙
9b4c = U+59da // 姚
9b4d = U+5a25 // 娥
9b4e = U+5a1f // 娟
9b4f = U+5a11 // 娑
9b50 = U+5a1c // 娜
9b51 = U+5a09 // 娉
9b52 = U+5a1a // 娚
9b53 = U+5a40 // 婀
9b54 = U+5a6c // 婬
9b55 = U+5a49 // 婉
9b56 = U+5a35 // 娵
9b57 = U+5a36 // 娶
9b58 = U+5a62 // 婢
9b59 = U+5a6a // 婪
9b5a = U+5a9a // 媚
9b5b = U+5abc // 媼
9b5d = U+5acb // 嫋
9b5e = U+5ac2 // 嫂
9b5f = U+5abd // 媽
9b61 = U+5ad7 // 嫗
9b62 = U+5ae6 // 嫦
9b63 = U+5ae9 // 嫩
9b64 = U+5ad6 // 嫖
9b65 = U+5afa // 嫺
9b66 = U+5afb // 嫻
9b67 = U+5b0c // 嬌
9b68 = U+5b0b // 嬋
9b69 = U+5b16 // 嬖
9b6a = U+5b32 // 嬲
9b6b = U+5ad0 // 嫐
9b6c = U+5b2a // 嬪
9b6d = U+5b36 // 嬶
9b6e = U+5b3e // 嬾
9b6f = U+5b43 // 孃
9b70 = U+5b45 // 孅
9b71 = U+5b40 // 孀
9b72 = U+5b51 // 孑
9b73 = U+5b55 // 孕
9b74 = U+5b5a // 孚
9b75 = U+5b5b // 孛
9b76 = U+5b65 // 孥
9b77 = U+5b69 // 孩
9b78 = U+5b70 // 孰
9b79 = U+5b73 // 孳
9b7a = U+5b75 // 孵
9b7b = U+5b78 // 學
9b7c = U+6588 // 斈
9b7d = U+5b7a // 孺
9b7e = U+5b80 // 宀
9b80 = U+5b83 // 它
9b81 = U+5ba6 // 宦
9b82 = U+5bb8 // 宸
9b83 = U+5bc3 // 寃
9b84 = U+5bc7 // 寇
9b85 = U+5bc9 // 寉
9b86 = U+5bd4 // 寔
9b87 = U+5bd0 // 寐
9b88 = U+5be4 // 寤
9b89 = U+5be6 // 實
9b8a = U+5be2 // 寢
9b8b = U+5bde // 寞
9b8c = U+5be5 // 寥
9b8d = U+5beb // 寫
9b8e = U+5bf0 // 寰
9b8f = U+5bf6 // 寶
9b90 = U+5bf3 // 寳
9b91 = U+5c05 // 尅
9b92 = U+5c07 // 將
9b93 = U+5c08 // 專
9b94 = U+5c0d // 對
9b95 = U+5c13 // 尓
9b96 = U+5c20 // 尠
9b97 = U+5c22 // 尢
9b98 = U+5c28 // 尨
9b99 = U+5c38 // 尸
9b9a = U+5c39 // 尹
9b9b = U+5c41 // 屁
9b9c = U+5c46 // 屆
9b9d = U+5c4e // 屎
9b9e = U+5c53 // 屓
9b9f = U+5c50 // 屐
9ba0 = U+5c4f // 屏
9ba1 = U+5b71 // 孱
9ba2 = U+5c6c // 屬
9ba3 = U+5c6e // 屮
9ba4 = U+4e62 // 乢
9ba5 = U+5c76 // 屶
9ba6 = U+5c79 // 屹
9ba7 = U+5c8c // 岌
9ba8 = U+5c91 // 岑
9ba9 = U+5c94 // 岔
9baa = U+599b // 妛
9bab = U+5cab // 岫
9bac = U+5cbb // 岻
9bad = U+5cb6 // 岶
9bae = U+5cbc // 岼
9baf = U+5cb7 // 岷
9bb0 = U+5cc5 // 峅
9bb1 = U+5cbe // 岾
9bb2 = U+5cc7 // 峇
9bb3 = U+5cd9 // 峙
9bb4 = U+5ce9 // 峩
9bb5 = U+5cfd // 峽
9bb6 = U+5cfa // 峺
9bb7 = U+5ced // 峭
9bb8 = U+5d8c // 嶌
9bb9 = U+5cea // 峪
9bba = U+5d0b // 崋
9bbb = U+5d15 // 崕
9bbc = U+5d17 // 崗
9bbd = U+5d5c // 嵜
9bbe = U+5d1f // 崟
9bbf = U+5d1b // 崛
9bc0 = U+5d11 // 崑
9bc1 = U+5d14 // 崔
9bc2 = U+5d22 // 崢
9bc3 = U+5d1a // 崚
9bc4 = U+5d19 // 崙
9bc5 = U+5d18 // 崘
9bc6 = U+5d4c // 嵌
9bc7 = U+5d52 // 嵒
9bc8 = U+5d4e // 嵎
9bc9 = U+5d4b // 嵋
9bca = U+5d6c // 嵬
9bcb = U+5d73 // 嵳
9bcc = U+5d76 // 嵶
9bcd = U+5d87 // 嶇
9bce = U+5d84 // 嶄
9bcf = U+5d82 // 嶂
9bd0 = U+5da2 // 嶢
9bd1 = U+5d9d // 嶝
9bd2 = U+5dac // 嶬
9bd3 = U+5dae // 嶮
9bd4 = U+5dbd // 嶽
9bd5 = U+5d90 // 嶐
9bd6 = U+5db7 // 嶷
9bd7 = U+5dbc // 嶼
9bd8 = U+5dc9 // 巉
9bd9 = U+5dcd // 巍
9bda = U+5dd3 // 巓
9bdb = U+5dd2 // 巒
9bdc = U+5dd6 // 巖
9bdd = U+5ddb // 巛
9bde = U+5deb // 巫
9bdf = U+5df2 // 已
9be0 = U+5df5 // 巵
9be1 = U+5e0b // 帋
9be2 = U+5e1a // 帚
9be3 = U+5e19 // 帙
9be4 = U+5e11 // 帑
9be5 = U+5e1b // 帛
9be6 = U+5e36 // 帶
9be7 = U+5e37 // 帷
9be8 = U+5e44 // 幄
9be9 = U+5e43 // 幃
9bea = U+5e40 // 幀
9beb = U+5e4e // 幎
9bec = U+5e57 // 幗
9bed = U+5e54 // 幔
9bee = U+5e5f // 幟
9bef = U+5e62 // 幢
9bf0 = U+5e64 // 幤
9bf1 = U+5e47 // 幇
9bf2 = U+5e75 // 幵
9bf3 = U+5e76 // 并
9bf4 = U+5e7a // 幺
9bf5 = U+9ebc // 麼
9bf6 = U+5e7f // 广
9bf7 = U+5ea0 // 庠
9bf8 = U+5ec1 // 廁
9bf9 = U+5ec2 // 廂
9bfa = U+5ec8 // 廈
9bfb = U+5ed0 // 廐
9bfc = U+5ecf // 廏
9c40 = U+5ed6 // 廖
9c41 = U+5ee3 // 廣
9c42 = U+5edd // 廝
9c43 = U+5eda // 廚
9c44 = U+5edb // 廛
9c45 = U+5ee2 // 廢
9c46 = U+5ee1 // 廡
9c47 = U+5ee8 // 廨
9c48 = U+5ee9 // 廩
9c49 = U+5eec // 廬
9c4a = U+5ef1 // 廱
9c4b = U+5ef3 // 廳
9c4c = U+5ef0 // 廰
9c4d = U+5ef4 // 廴
9c4e = U+5ef8 // 廸
9c4f = U+5efe // 廾
9c50 = U+5f03 // 弃
9c51 = U+5f09 // 弉
9c52 = U+5f5d // 彝
9c53 = U+5f5c // 彜
9c54 = U+5f0b // 弋
9c55 = U+5f11 // 弑
9c56 = U+5f16 // 弖
9c57 = U+5f29 // 弩
